days,Position X (m),Position Y (m),Position Z (m)
393,1359281149547.924,-716799202332.5964,-54826429381.73303
394,1359743943652.8096,-715957792199.6951,-54820450508.34997
395,1360206365986.4133,-715116185835.5841,-54814456612.82116
396,1360668416435.6572,-714274383477.1212,-54808447697.36567
397,1361130094887.7007,-713432385361.2712,-54802423764.21171
398,1361591401229.9404,-712590191725.1061,-54796384815.59665
399,1362052335350.0107,-711747802805.8044,-54790330853.76701
400,1362512897135.7837,-710905218840.6514,-54784261880.97847
401,1362973086475.3694,-710062440067.0378,-54778177899.49583
402,1363432903257.1155,-709219466722.4606,-54772078911.59303
403,1363892347369.608,-708376299044.5219,-54765964919.55316
404,1364351418701.671,-707532937270.9288,-54759835925.66841
405,1364810117142.367,-706689381639.4934,-54753691932.24011
406,1365268442580.9968,-705845632388.1318,-54747532941.578705
407,1365726394907.1,-705001689754.8645,-54741358956.003746
408,1366183974010.4548,-704157553977.8156,-54735169977.8439
409,1366641179781.0781,-703313225295.2124,-54728966009.43693
410,1367098012109.2256,-702468703945.3855,-54722747053.12969
411,1367554470885.3923,-701623990166.7683,-54716513111.27815
412,1368010556000.3123,-700779084197.8964,-54710264186.24735
413,1368466267344.9587,-699933986277.4073,-54704000280.41142
414,1368921604810.5444,-699088696644.0409,-54697721396.15357
415,1369376568288.5215,-698243215536.6378,-54691427535.86607
416,1369831157670.5815,-697397543194.14,-54685118701.95029
417,1370285372848.6562,-696551679855.5901,-54678794896.81661
418,1370739213714.9167,-695705625760.1312,-54672456122.88453
419,1371192680161.7744,-694859381147.0066,-54666102382.58256
420,1371645772081.8806,-694012946255.5592,-54659733678.348274
421,1372098489368.1267,-693166321325.2312,-54653350012.628296
422,1372550831913.6443,-692319506595.5641,-54646951387.87827
423,1373002799611.8054,-691472502306.1979,-54640537806.5629
424,1373454392356.223,-690625308696.8712,-54634109271.15588
425,1373905610040.7495,-689777926007.4208,-54627665784.13997
426,1374356452559.4792,-688930354477.7809,-54621207348.00691
427,1374806919806.7468,-688082594347.9833,-54614733965.25748
428,1375257011677.1274,-687234645858.1569,-54608245638.40144
429,1375706728065.4377,-686386509248.5272,-54601742369.957596
430,1376156068866.735,-685538184759.4163,-54595224162.453705
431,1376605033976.3184,-684689672631.2421,-54588691018.42653
432,1377053623289.7275,-683840973104.5184,-54582142940.42183
433,1377501836702.744,-682992086419.8545,-54575579930.99434
434,1377949674111.3906,-682143012817.9545,-54569001992.70776
435,1378397135411.932,-681293752539.6173,-54562409128.13478
436,1378844220500.8738,-680444305825.7362,-54555801339.85704
437,1379290929274.964,-679594672917.2986,-54549178630.46513
438,1379737261631.1926,-678744854055.3854,-54542541002.558624
439,1380183217466.7913,-677894849481.171,-54535888458.74602
440,1380628796679.2334,-677044659435.9227,-54529221001.64476
441,1381073999166.2349,-676194284161.0006,-54522538633.88124
442,1381518824825.754,-675343723897.8569,-54515841358.090775
443,1381963273555.9907,-674492978888.036,-54509129176.9176
444,1382407345255.3882,-673642049373.1737,-54502402093.0149
445,1382851039822.6318,-672790935594.9972,-54495660109.04474
446,1383294357156.6492,-671939637795.3247,-54488903227.678116
447,1383737297156.611,-671088156216.065,-54482131451.59493
448,1384179859721.931,-670236491099.2168,-54475344783.48398
449,1384622044752.265,-669384642686.8693,-54468543226.042946
450,1385063852147.5122,-668532611221.2007,-54461726781.97842
451,1385505281807.8154,-667680396944.4789,-54454895454.00585
452,1385946333633.5598,-666828000099.0602,-54448049244.84959
453,1386387007525.3743,-665975420927.3898,-54441188157.242836
454,1386827303384.1309,-665122659672.0009,-54434312193.92768
455,1387267221110.9453,-664269716575.5145,-54427421357.65505
456,1387706760607.1765,-663416591880.6393,-54420515651.18475
457,1388145921774.4275,-662563285830.1709,-54413595077.28542
458,1388584704514.5447,-661709798666.9921,-54406659638.73454
459,1389023108729.6184,-660856130634.0717,-54399709338.31844
460,1389461134321.983,-660002281974.465,-54392744178.83228
461,1389898781194.2163,-659148252931.3129,-54385764163.080055
462,1390336049249.1414,-658294043747.8418,-54378769293.87456
463,1390772938389.8245,-657439654667.3634,-54371759574.03742
464,1391209448519.5764,-656585085933.2739,-54364735006.39908
465,1391645579541.9526,-655730337789.0541,-54357695593.79876
466,1392081331360.7527,-654875410478.2687,-54350641339.08451
467,1392516703880.021,-654020304244.5664,-54343572245.11316
468,1392951697004.0466,-653165019331.6792,-54336488314.75032
469,1393386310637.363,-652309555983.4222,-54329389550.87039
470,1393820544684.749,-651453914443.6932,-54322275956.35655
